customer_id,first_name,last_name,email,phone_number,registration_date,customer_metadata
CUST-1014,Nachiket,Kale,nachiket.kale213@yahoo.co.in,+91-8918739736,2024-06-14,"{""device_type"": ""Web"", ""address_state"": ""Kerala"", ""city"": ""Kozhikode"", ""pincode"": ""673001"", ""address"": {""address_state"": ""Kerala"", ""city"": ""Kozhikode"", ""pincode"": ""673001""}, ""app_version"": ""v12.7.1"", ""locale"": ""en_IN""}"
CUST-1015,Gayathri,Chaudry,gayathri.chaudry124@outlook.com,+91-8357109965,2024-02-29,"{""device_type"": ""iOS"", ""address_state"": ""Tamil Nadu"", ""city"": ""Madurai"", ""pincode"": ""625001"", ""address"": {""address_state"": ""Tamil Nadu"", ""city"": ""Madurai"", ""pincode"": ""625001""}, ""app_version"": ""v15.7.3"", ""locale"": ""en_IN""}"
CUST-1016,George,Rai,george.rai788@yahoo.co.in,+91-7808402051,2025-05-01,"{""device_type"": ""Web"", ""address_state"": ""Kerala"", ""city"": ""Kochi"", ""pincode"": ""682016"", ""address"": {""address_state"": ""Kerala"", ""city"": ""Kochi"", ""pincode"": ""682016""}, ""app_version"": ""v16.9.14"", ""locale"": ""en_IN""}"
CUST-1017,Gunbir,Parmer,gunbir.parmer997@yahoo.co.in,+91-7865523129,2024-11-15,"{""device_type"": ""Android"", ""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390020"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390020""}, ""app_version"": ""v14.7.4"", ""locale"": ""en_IN""}"
CUST-1018,Hemangini,Lalla,hemangini.lalla263@yahoo.co.in,+91-6463016614,2024-01-22,"{""device_type"": ""Web"", ""address_state"": ""Rajasthan"", ""city"": ""Udaipur"", ""pincode"": ""313001"", ""address"": {""address_state"": ""Rajasthan"", ""city"": ""Udaipur"", ""pincode"": ""313001""}, ""app_version"": ""v11.0.3"", ""locale"": ""en_IN""}"
CUST-1019,Caleb,Sharaf,caleb.sharaf734@gmail.com,+91-7172370545,2024-02-02,"{""device_type"": ""Android"", ""address_state"": ""Uttar Pradesh"", ""city"": ""Noida"", ""pincode"": ""201301"", ""address"": {""address_state"": ""Uttar Pradesh"", ""city"": ""Noida"", ""pincode"": ""201301""}, ""app_version"": ""v15.7.7"", ""locale"": ""en_IN""}"
CUST-1020,Jeet,Radhakrishnan,jeet.radhakrishnan562@yahoo.co.in,+91-9360916298,2026-03-14,"{""device_type"": ""iOS"", ""address_state"": ""West Bengal"", ""city"": ""Siliguri"", ""pincode"": ""734001"", ""address"": {""address_state"": ""West Bengal"", ""city"": ""Siliguri"", ""pincode"": ""734001""}, ""app_version"": ""v10.6.12"", ""locale"": ""en_IN""}"
CUST-1021,Farhan,Memon,farhan.memon443@rediffmail.com,+91-9882839238,2024-02-25,"{""device_type"": ""Web"", ""address_state"": ""Maharashtra"", ""city"": ""Mumbai"", ""pincode"": ""400092"", ""address"": {""address_state"": ""Maharashtra"", ""city"": ""Mumbai"", ""pincode"": ""400092""}, ""app_version"": ""v12.1.8"", ""locale"": ""en_IN""}"
CUST-1022,Janaki,Handa,janaki.handa206@yahoo.co.in,+91-9250519597,2025-03-08,"{""device_type"": ""iOS"", ""address_state"": ""Delhi"", ""city"": ""North Delhi"", ""pincode"": ""110009"", ""address"": {""address_state"": ""Delhi"", ""city"": ""North Delhi"", ""pincode"": ""110009""}, ""app_version"": ""v16.1.15"", ""locale"": ""en_IN""}"
CUST-1023,Ekaraj,Bath,ekaraj.bath837@gmail.com,+91-6800235246,2025-07-07,"{""device_type"": ""iOS"", ""address_state"": ""Karnataka"", ""city"": ""Bengaluru"", ""pincode"": ""560034"", ""address"": {""address_state"": ""Karnataka"", ""city"": ""Bengaluru"", ""pincode"": ""560034""}, ""app_version"": ""v13.7.16"", ""locale"": ""en_IN""}"
CUST-1024,Vedant,Mann,vedant.mann228@rediffmail.com,+91-6276777762,2025-01-23,"{""device_type"": ""Android"", ""address_state"": ""Karnataka"", ""city"": ""Mangaluru"", ""pincode"": ""575003"", ""address"": {""address_state"": ""Karnataka"", ""city"": ""Mangaluru"", ""pincode"": ""575003""}, ""app_version"": ""v12.6.18"", ""locale"": ""en_IN""}"
CUST-1025,Fariq,Kaul,fariq.kaul687@rediffmail.com,+91-7303901283,2024-10-30,"{""device_type"": ""Web"", ""address_state"": ""Tamil Nadu"", ""city"": ""Chennai"", ""pincode"": ""600001"", ""address"": {""address_state"": ""Tamil Nadu"", ""city"": ""Chennai"", ""pincode"": ""600001""}, ""app_version"": ""v12.0.2"", ""locale"": ""en_IN""}"
CUST-1026,Harrison,Rai,harrison.rai608@rediffmail.com,+91-7161073976,2025-06-04,"{""device_type"": ""Web"", ""address_state"": ""Maharashtra"", ""city"": ""Pune"", ""pincode"": ""411001"", ""address"": {""address_state"": ""Maharashtra"", ""city"": ""Pune"", ""pincode"": ""411001""}, ""app_version"": ""v10.3.13"", ""locale"": ""en_IN""}"
CUST-1027,Arunima,Setty,arunima.setty132@yahoo.co.in,+91-6765055833,2024-03-24,"{""device_type"": ""Android"", ""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390020"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390020""}, ""app_version"": ""v11.5.8"", ""locale"": ""en_IN""}"
CUST-1028,Janya,Gaba,janya.gaba281@rediffmail.com,+91-7821221887,2025-10-22,"{""device_type"": ""iOS"", ""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506002"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506002""}, ""app_version"": ""v10.7.20"", ""locale"": ""en_IN""}"
CUST-1029,Kamala,Pant,kamala.pant586@gmail.com,+91-6677280546,2024-08-06,"{""device_type"": ""Android"", ""address_state"": ""Kerala"", ""city"": ""Thiruvananthapuram"", ""pincode"": ""695001"", ""address"": {""address_state"": ""Kerala"", ""city"": ""Thiruvananthapuram"", ""pincode"": ""695001""}, ""app_version"": ""v10.3.12"", ""locale"": ""en_IN""}"
CUST-1030,Shaurya,Loke,shaurya.loke301@yahoo.co.in,+91-9995226828,2025-07-10,"{""device_type"": ""Web"", ""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500081"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500081""}, ""app_version"": ""v10.2.9"", ""locale"": ""en_IN""}"
CUST-1031,Ekbal,Garg,ekbal.garg128@gmail.com,+91-7392431670,2024-10-15,"{""device_type"": ""Android"", ""address_state"": ""Rajasthan"", ""city"": ""Jaipur"", ""pincode"": ""302020"", ""address"": {""address_state"": ""Rajasthan"", ""city"": ""Jaipur"", ""pincode"": ""302020""}, ""app_version"": ""v11.4.17"", ""locale"": ""en_IN""}"
CUST-1032,Yash,Gade,yash.gade510@outlook.com,+91-6199104722,2025-10-11,"{""device_type"": ""iOS"", ""address_state"": ""Gujarat"", ""city"": ""Surat"", ""pincode"": ""395001"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Surat"", ""pincode"": ""395001""}, ""app_version"": ""v12.2.9"", ""locale"": ""en_IN""}"
CUST-1033,Turvi,Raghavan,turvi.raghavan175@rediffmail.com,+91-9702269164,2024-01-10,"{""device_type"": ""Web"", ""address_state"": ""Maharashtra"", ""city"": ""Mumbai"", ""pincode"": ""400050"", ""address"": {""address_state"": ""Maharashtra"", ""city"": ""Mumbai"", ""pincode"": ""400050""}, ""app_version"": ""v10.5.19"", ""locale"": ""en_IN""}"
CUST-1034,Anamika,Kanda,anamika.kanda575@yahoo.co.in,+91-9236843584,2024-02-12,"{""device_type"": ""Android"", ""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506001"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506001""}, ""app_version"": ""v11.3.4"", ""locale"": ""en_IN""}"
CUST-1035,Ekta,Bhalla,ekta.bhalla372@rediffmail.com,+91-7354194771,2024-06-15,"{""device_type"": ""iOS"", ""address_state"": ""Delhi"", ""city"": ""North Delhi"", ""pincode"": ""110007"", ""address"": {""address_state"": ""Delhi"", ""city"": ""North Delhi"", ""pincode"": ""110007""}, ""app_version"": ""v15.5.14"", ""locale"": ""en_IN""}"
CUST-1036,Veer,Balay,veer.balay831@yahoo.co.in,+91-8270937380,2026-03-17,"{""device_type"": ""Android"", ""address_state"": ""Maharashtra"", ""city"": ""Nashik"", ""pincode"": ""422001"", ""address"": {""address_state"": ""Maharashtra"", ""city"": ""Nashik"", ""pincode"": ""422001""}, ""app_version"": ""v11.3.15"", ""locale"": ""en_IN""}"
CUST-1037,Diya,Rattan,diya.rattan368@outlook.com,+91-7339362341,2024-01-25,"{""device_type"": ""Android"", ""address_state"": ""Tamil Nadu"", ""city"": ""Coimbatore"", ""pincode"": ""641018"", ""address"": {""address_state"": ""Tamil Nadu"", ""city"": ""Coimbatore"", ""pincode"": ""641018""}, ""app_version"": ""v16.1.9"", ""locale"": ""en_IN""}"
CUST-1038,Amrita,Bhatti,amrita.bhatti369@rediffmail.com,+91-8129635852,2024-04-28,"{""device_type"": ""iOS"", ""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500081"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500081""}, ""app_version"": ""v10.9.14"", ""locale"": ""en_IN""}"
CUST-1039,Siddharth,Murty,siddharth.murty363@outlook.com,+91-9750911797,2025-06-07,"{""device_type"": ""Android"", ""address_state"": ""Maharashtra"", ""city"": ""Nashik"", ""pincode"": ""422001"", ""address"": {""address_state"": ""Maharashtra"", ""city"": ""Nashik"", ""pincode"": ""422001""}, ""app_version"": ""v10.6.1"", ""locale"": ""en_IN""}"
CUST-1040,Simon,Tata,simon.tata542@yahoo.co.in,+91-8563102056,2024-03-12,"{""device_type"": ""Web"", ""address_state"": ""Uttar Pradesh"", ""city"": ""Kanpur"", ""pincode"": ""208001"", ""address"": {""address_state"": ""Uttar Pradesh"", ""city"": ""Kanpur"", ""pincode"": ""208001""}, ""app_version"": ""v12.8.10"", ""locale"": ""en_IN""}"
CUST-1041,Meghana,Shanker,meghana.shanker692@rediffmail.com,+91-8532074125,2025-12-14,"{""device_type"": ""Android"", ""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500032"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500032""}, ""app_version"": ""v15.6.6"", ""locale"": ""en_IN""}"
CUST-1042,Luke,Lanka,luke.lanka640@outlook.com,+91-9688343096,2024-01-01,"{""device_type"": ""Android"", ""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506001"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506001""}, ""app_version"": ""v16.9.20"", ""locale"": ""en_IN""}"
CUST-1043,Liam,Koshy,liam.koshy680@outlook.com,+91-9574364121,2025-03-28,"{""device_type"": ""Web"", ""address_state"": ""Tamil Nadu"", ""city"": ""Madurai"", ""pincode"": ""625020"", ""address"": {""address_state"": ""Tamil Nadu"", ""city"": ""Madurai"", ""pincode"": ""625020""}, ""app_version"": ""v11.1.10"", ""locale"": ""en_IN""}"
CUST-1044,Adya,Sangha,adya.sangha537@outlook.com,+91-6978775497,2026-02-08,"{""device_type"": ""iOS"", ""address_state"": ""Tamil Nadu"", ""city"": ""Madurai"", ""pincode"": ""625020"", ""address"": {""address_state"": ""Tamil Nadu"", ""city"": ""Madurai"", ""pincode"": ""625020""}, ""app_version"": ""v16.3.5"", ""locale"": ""en_IN""}"
CUST-1045,Mohini,Pathak,mohini.pathak35@gmail.com,+91-7610173760,2025-09-17,"{""device_type"": ""Web"", ""address_state"": ""Maharashtra"", ""city"": ""Nashik"", ""pincode"": ""422009"", ""address"": {""address_state"": ""Maharashtra"", ""city"": ""Nashik"", ""pincode"": ""422009""}, ""app_version"": ""v14.3.13"", ""locale"": ""en_IN""}"
CUST-1046,Theodore,Devi,theodore.devi516@rediffmail.com,+91-7258453521,2025-11-02,"{""device_type"": ""iOS"", ""address_state"": ""Karnataka"", ""city"": ""Bengaluru"", ""pincode"": ""560100"", ""address"": {""address_state"": ""Karnataka"", ""city"": ""Bengaluru"", ""pincode"": ""560100""}, ""app_version"": ""v11.8.15"", ""locale"": ""en_IN""}"
CUST-1047,Yashodhara,Tak,yashodhara.tak61@yahoo.co.in,+91-6590122159,2024-05-16,"{""device_type"": ""Android"", ""address_state"": ""West Bengal"", ""city"": ""Howrah"", ""pincode"": ""711104"", ""address"": {""address_state"": ""West Bengal"", ""city"": ""Howrah"", ""pincode"": ""711104""}, ""app_version"": ""v14.8.14"", ""locale"": ""en_IN""}"
CUST-1048,Gavin,Batta,gavin.batta860@rediffmail.com,+91-7898493949,2025-05-01,"{""device_type"": ""Web"", ""address_state"": ""West Bengal"", ""city"": ""Siliguri"", ""pincode"": ""734001"", ""address"": {""address_state"": ""West Bengal"", ""city"": ""Siliguri"", ""pincode"": ""734001""}, ""app_version"": ""v12.8.16"", ""locale"": ""en_IN""}"
CUST-1049,Imaran,Dua,imaran.dua651@yahoo.co.in,+91-8572309605,2024-03-20,"{""device_type"": ""Android"", ""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500081"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500081""}, ""app_version"": ""v12.8.3"", ""locale"": ""en_IN""}"
CUST-1050,Nathaniel,Sami,nathaniel.sami151@yahoo.co.in,+91-7511281012,2025-12-11,"{""device_type"": ""iOS"", ""address_state"": ""Delhi"", ""city"": ""South Delhi"", ""pincode"": ""110017"", ""address"": {""address_state"": ""Delhi"", ""city"": ""South Delhi"", ""pincode"": ""110017""}, ""app_version"": ""v13.6.11"", ""locale"": ""en_IN""}"
CUST-1051,Devansh,Rajan,devansh.rajan565@rediffmail.com,+91-9166857303,2024-07-30,"{""device_type"": ""Web"", ""address_state"": ""Gujarat"", ""city"": ""Surat"", ""pincode"": ""395001"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Surat"", ""pincode"": ""395001""}, ""app_version"": ""v13.7.1"", ""locale"": ""en_IN""}"
CUST-1052,Lakshmi,Sidhu,lakshmi.sidhu975@outlook.com,+91-8909037759,2025-02-03,"{""device_type"": ""Android"", ""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390001"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390001""}, ""app_version"": ""v11.4.14"", ""locale"": ""en_IN""}"
CUST-1053,Zayan,Apte,zayan.apte507@gmail.com,+91-9460916347,2025-11-15,"{""device_type"": ""Android"", ""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390001"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390001""}, ""app_version"": ""v11.9.18"", ""locale"": ""en_IN""}"
CUST-1054,Ishwar,Yadav,ishwar.yadav37@rediffmail.com,+91-6190137896,2025-10-20,"{""device_type"": ""iOS"", ""address_state"": ""Gujarat"", ""city"": ""Ahmedabad"", ""pincode"": ""380015"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Ahmedabad"", ""pincode"": ""380015""}, ""app_version"": ""v10.4.13"", ""locale"": ""en_IN""}"
CUST-1055,Amara,Oak,amara.oak345@yahoo.co.in,+91-9450948014,2024-12-11,"{""device_type"": ""Android"", ""address_state"": ""Gujarat"", ""city"": ""Surat"", ""pincode"": ""395007"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Surat"", ""pincode"": ""395007""}, ""app_version"": ""v16.1.16"", ""locale"": ""en_IN""}"
CUST-1056,Isaac,Memon,isaac.memon29@gmail.com,+91-8340756713,2025-10-27,"{""device_type"": ""iOS"", ""address_state"": ""Maharashtra"", ""city"": ""Mumbai"", ""pincode"": ""400001"", ""address"": {""address_state"": ""Maharashtra"", ""city"": ""Mumbai"", ""pincode"": ""400001""}, ""app_version"": ""v11.0.20"", ""locale"": ""en_IN""}"
CUST-1057,Radhika,Dugar,radhika.dugar166@yahoo.co.in,+91-7608482316,2025-11-16,"{""device_type"": ""Web"", ""address_state"": ""Maharashtra"", ""city"": ""Pune"", ""pincode"": ""411057"", ""address"": {""address_state"": ""Maharashtra"", ""city"": ""Pune"", ""pincode"": ""411057""}, ""app_version"": ""v12.5.6"", ""locale"": ""en_IN""}"
CUST-1058,Sudiksha,Aggarwal,sudiksha.aggarwal630@gmail.com,+91-7433975497,2024-04-20,"{""device_type"": ""Web"", ""address_state"": ""Rajasthan"", ""city"": ""Jaipur"", ""pincode"": ""302017"", ""address"": {""address_state"": ""Rajasthan"", ""city"": ""Jaipur"", ""pincode"": ""302017""}, ""app_version"": ""v15.6.13"", ""locale"": ""en_IN""}"
CUST-1059,Adya,Tella,adya.tella974@yahoo.co.in,+91-6735760237,2025-12-08,"{""device_type"": ""Web"", ""address_state"": ""Tamil Nadu"", ""city"": ""Chennai"", ""pincode"": ""600040"", ""address"": {""address_state"": ""Tamil Nadu"", ""city"": ""Chennai"", ""pincode"": ""600040""}, ""app_version"": ""v14.1.19"", ""locale"": ""en_IN""}"
CUST-1060,Pranav,Tripathi,pranav.tripathi811@gmail.com,+91-8672030854,2025-03-14,"{""device_type"": ""iOS"", ""address_state"": ""Uttar Pradesh"", ""city"": ""Noida"", ""pincode"": ""201304"", ""address"": {""address_state"": ""Uttar Pradesh"", ""city"": ""Noida"", ""pincode"": ""201304""}, ""app_version"": ""v16.6.16"", ""locale"": ""en_IN""}"
CUST-1061,Hitesh,Misra,hitesh.misra118@rediffmail.com,+91-8782454310,2025-04-15,"{""device_type"": ""Web"", ""address_state"": ""Delhi"", ""city"": ""North Delhi"", ""pincode"": ""110007"", ""address"": {""address_state"": ""Delhi"", ""city"": ""North Delhi"", ""pincode"": ""110007""}, ""app_version"": ""v14.4.20"", ""locale"": ""en_IN""}"
CUST-1062,Yashica,Issac,yashica.issac837@rediffmail.com,+91-9567694547,2026-01-18,"{""device_type"": ""iOS"", ""address_state"": ""Rajasthan"", ""city"": ""Jodhpur"", ""pincode"": ""342008"", ""address"": {""address_state"": ""Rajasthan"", ""city"": ""Jodhpur"", ""pincode"": ""342008""}, ""app_version"": ""v16.1.9"", ""locale"": ""en_IN""}"
CUST-1063,Michael,Prakash,michael.prakash912@rediffmail.com,+91-7905817775,2025-04-20,"{""device_type"": ""Android"", ""address_state"": ""Rajasthan"", ""city"": ""Udaipur"", ""pincode"": ""313002"", ""address"": {""address_state"": ""Rajasthan"", ""city"": ""Udaipur"", ""pincode"": ""313002""}, ""app_version"": ""v10.7.11"", ""locale"": ""en_IN""}"
CUST-1064,Neel,Zacharia,neel.zacharia196@rediffmail.com,+91-7480990401,2026-03-27,"{""device_type"": ""Web"", ""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506002"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506002""}, ""app_version"": ""v15.4.18"", ""locale"": ""en_IN""}"
CUST-1065,Aadi,Naik,aadi.naik20@yahoo.co.in,+91-6359154084,2026-01-07,"{""device_type"": ""Web"", ""address_state"": ""Gujarat"", ""city"": ""Surat"", ""pincode"": ""395001"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Surat"", ""pincode"": ""395001""}, ""app_version"": ""v13.7.15"", ""locale"": ""en_IN""}"
CUST-1066,Vrinda,Bahl,vrinda.bahl821@gmail.com,+91-6415933049,2024-08-14,"{""device_type"": ""Android"", ""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390001"", ""address"": {""address_state"": ""Gujarat"", ""city"": ""Vadodara"", ""pincode"": ""390001""}, ""app_version"": ""v15.9.12"", ""locale"": ""en_IN""}"
CUST-1067,Isaac,Patil,isaac.patil494@outlook.com,+91-9900942073,2025-07-17,"{""device_type"": ""Android"", ""address_state"": ""Uttar Pradesh"", ""city"": ""Kanpur"", ""pincode"": ""208012"", ""address"": {""address_state"": ""Uttar Pradesh"", ""city"": ""Kanpur"", ""pincode"": ""208012""}, ""app_version"": ""v12.4.8"", ""locale"": ""en_IN""}"
CUST-1068,Damyanti,Khatri,damyanti.khatri133@yahoo.co.in,+91-8228370927,2026-01-30,"{""device_type"": ""iOS"", ""address_state"": ""Kerala"", ""city"": ""Kozhikode"", ""pincode"": ""673001"", ""address"": {""address_state"": ""Kerala"", ""city"": ""Kozhikode"", ""pincode"": ""673001""}, ""app_version"": ""v11.7.9"", ""locale"": ""en_IN""}"
CUST-1069,Dalbir,Khosla,dalbir.khosla751@outlook.com,+91-6994027897,2024-07-17,"{""device_type"": ""iOS"", ""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500081"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500081""}, ""app_version"": ""v12.0.18"", ""locale"": ""en_IN""}"
CUST-1070,Farhan,Chada,farhan.chada139@outlook.com,+91-6158546865,2025-07-20,"{""device_type"": ""iOS"", ""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500084"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500084""}, ""app_version"": ""v16.0.19"", ""locale"": ""en_IN""}"
CUST-1071,Vedika,Biswas,vedika.biswas301@rediffmail.com,+91-9572949775,2024-12-14,"{""device_type"": ""Android"", ""address_state"": ""Delhi"", ""city"": ""New Delhi"", ""pincode"": ""110020"", ""address"": {""address_state"": ""Delhi"", ""city"": ""New Delhi"", ""pincode"": ""110020""}, ""app_version"": ""v10.1.13"", ""locale"": ""en_IN""}"
CUST-1072,Jeremiah,Dave,jeremiah.dave513@gmail.com,+91-6262915636,2024-06-01,"{""device_type"": ""iOS"", ""address_state"": ""Rajasthan"", ""city"": ""Jodhpur"", ""pincode"": ""342001"", ""address"": {""address_state"": ""Rajasthan"", ""city"": ""Jodhpur"", ""pincode"": ""342001""}, ""app_version"": ""v10.8.14"", ""locale"": ""en_IN""}"
CUST-1073,Vaishnavi,Gandhi,vaishnavi.gandhi630@yahoo.co.in,+91-9583736219,2025-03-29,"{""device_type"": ""Web"", ""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506002"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Warangal"", ""pincode"": ""506002""}, ""app_version"": ""v14.0.20"", ""locale"": ""en_IN""}"
CUST-1074,Alka,Wable,alka.wable993@gmail.com,+91-7771641650,2024-08-04,"{""device_type"": ""iOS"", ""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500032"", ""address"": {""address_state"": ""Telangana"", ""city"": ""Hyderabad"", ""pincode"": ""500032""}, ""app_version"": ""v11.8.3"", ""locale"": ""en_IN""}"
